Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_99_pct_filter,filtered,rna_max_ntpm,never_expressed,rna_testis_ntpm,rna_ovary_ntpm,rna_placenta_ntpm,rna_max_somatic_tissue,rna_max_somatic_ntpm,rna_somatic_detected_count,rna_brain_max_ntpm,rna_heart_max_ntpm,rna_lung_max_ntpm,rna_liver_max_ntpm,rna_pancreas_max_ntpm,protein_restriction,protein_testis,protein_ovary,protein_placenta,rna_restriction,rna_restriction_level,ms_restriction,restriction,restriction_confidence,safety_flags
RBMY1D,,,cancer-testis antigen,ENSG00000244395,daSilva2017_protein,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000382680,protein_coding,True,True,True,True,True,1.3,False,0.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
RBMY1F,,,cancer-testis antigen,ENSG00000169800,daSilva2017_protein,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000454978,protein_coding,True,True,True,True,True,3.1,False,2.6,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
RGPD4,,,cancer-testis antigen,ENSG00000196862,daSilva2017_protein,no data,no data,no data,False,False,no data,0.3814,0.4,1.0,1.0,ENST00000408999,protein_coding,True,True,True,True,True,3.6,False,3.7,0.2,0.0,retina,1.0,1,1.0,0.0,0.1,0.1,0.0,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
RPL10L,,,cancer-testis antigen,ENSG00000165496,daSilva2017_protein;CTexploreR_CTP,no data,no data,no data,False,False,no data,0.9361,0.9361,0.9675,0.9675,ENST00000298283,protein_coding,True,True,True,False,False,89.4,False,92.0,0.0,0.0,rectum,2.7,2,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
SIX6,,,cancer-testis antigen,ENSG00000184302,daSilva2017_protein,False,False,Approved,False,False,pituitary gland; retina,0.0027,0.0027,0.0284,0.0284,ENST00000327720,protein_coding,False,False,False,False,False,27.7,False,0.1,0.0,0.0,pituitary gland,28.4,4,6.6,0.0,0.0,0.0,0.0,SOMATIC,False,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,brain
SKA3,,,cancer-testis antigen,ENSG00000165480,daSilva2017_protein,False,False,Approved,False,True,epididymis; testis,0.201,0.3769,0.2939,0.5208,ENST00000314759,protein_coding,False,False,False,False,False,11.8,False,6.3,0.0,1.6,bone marrow,4.7,12,0.5,0.0,0.2,0.2,0.0,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,
SLC25A52,,,cancer-testis antigen,ENSG00000141437,daSilva2017_protein,no data,no data,no data,True,False,no data,0.8145,0.8145,1.0,1.0,ENST00000269205,protein_coding,True,True,True,True,True,10.1,False,8.9,0.0,0.0,liver,0.6,0,0.2,0.0,0.0,0.6,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SPA17,,,cancer-testis antigen,ENSG00000064199,daSilva2017_protein,False,False,Enhanced,False,True,bronchus; endometrium 1; endometrium 2; epididymis; fallopian tube; kidney; nasopharynx; testis,0.4689,0.4717,0.5152,0.5169,ENST00000532692,protein_coding,False,False,False,False,False,224.8,False,231.3,1.6,0.9,pituitary gland,13.5,41,9.0,4.5,7.7,2.1,4.3,SOMATIC,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,brain;lung
SPATA33,,,cancer-testis antigen,ENSG00000167523,daSilva2017_protein,False,False,Enhanced,False,True,appendix; breast; bronchus; colon; duodenum; epididymis; fallopian tube; kidney; nasopharynx; rectum; small intestine; stomach 1; testis,0.3123,0.3186,0.3527,0.3575,ENST00000301031,protein_coding,False,False,False,False,False,110.8,False,114.0,3.2,1.8,kidney,11.8,42,9.1,4.0,5.9,6.2,5.1,SOMATIC,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,brain;lung;liver;pancreas
STK31,,,cancer-testis antigen,ENSG00000196335,daSilva2017_protein;CTexploreR_CTP,False,False,Enhanced,False,False,ovary; stomach 1; testis,0.865,0.8652,0.9936,0.9936,ENST00000355870,protein_coding,True,True,True,True,False,62.2,False,64.0,0.2,0.0,cerebellum,1.1,1,1.1,0.1,0.4,0.3,0.4,SOMATIC,True,True,False,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,HIGH,
STKLD1,,,cancer-testis antigen,ENSG00000198870,daSilva2017_protein,no data,no data,no data,True,False,no data,0.5405,0.5405,1.0,1.0,ENST00000371957,protein_coding,True,True,True,True,True,9.7,False,9.9,0.3,0.0,cerebellum,0.6,0,0.6,0.1,0.1,0.3,0.2,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SYCE1L,,,cancer-testis antigen,ENSG00000205078,daSilva2017_protein,no data,no data,no data,False,False,no data,0.2309,0.2334,0.3337,0.3337,ENST00000378644,protein_coding,False,False,False,False,False,22.8,False,23.5,5.2,0.5,cerebellum,7.9,33,7.9,1.4,1.4,1.4,2.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,brain
TAF1L,,,cancer-testis antigen,ENSG00000122728,daSilva2017_protein,no data,no data,no data,False,False,no data,0.5,0.5,0.7273,0.7273,ENST00000242310,protein_coding,False,False,False,False,False,1.6,True,1.6,0.0,0.0,retina,1.7,1,1.7,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
TDRD12,,,cancer-testis antigen,ENSG00000173809,daSilva2017_protein;CTexploreR_CTP,no data,no data,no data,False,False,no data,0.5627,0.566,0.8634,0.8634,ENST00000639142,protein_coding,True,False,False,False,False,13.9,False,16.7,1.6,0.0,skin,1.7,2,0.9,0.1,0.1,0.0,0.0,NO_DATA,,,,SOMATIC,PERMISSIVE,NO_MS_DATA,SOMATIC,MODERATE,
TMCO5A,,,cancer-testis antigen,ENSG00000166069,daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9843,0.9843,1.0,1.0,ENST00000559502,protein_coding,True,True,True,True,True,106.5,False,90.7,0.0,0.0,stomach,0.6,0,0.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TTK,,,cancer-testis antigen,ENSG00000112742,daSilva2017_protein,False,False,Enhanced,False,True,appendix; bone marrow; breast; bronchus; caudate; cerebral cortex; cervix; colon; duodenum; endometrium 1; endometrium 2; epididymis; esophagus; fallopian tube; gallbladder; hippocampus; kidney; lung; lymph node; oral mucosa; ovary; pancreas; parathyroid gland; placenta; prostate; rectum; salivary gland; seminal vesicle; skeletal muscle; skin 1; skin 2; small intestine; soft tissue 1; spleen; stomach 1; stomach 2; testis; thyroid gland; tonsil; urinary bladder; vagina,0.2901,0.4711,0.3496,0.5437,ENST00000509894,protein_coding,False,False,False,False,False,45.4,False,34.3,0.2,3.9,bone marrow,25.3,15,1.8,0.1,0.8,0.5,0.2,SOMATIC,True,True,True,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,HIGH,
TUBA3E,,,cancer-testis antigen,ENSG00000152086,daSilva2017_protein;CTexploreR_CTP,no data,no data,no data,False,False,no data,0.7356,0.7356,0.7547,0.7547,ENST00000312988,protein_coding,False,False,False,False,False,170.4,False,175.3,0.2,0.6,heart muscle,53.3,1,0.4,53.3,0.0,0.1,0.0,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,heart
WFDC11,,,cancer-testis antigen,ENSG00000180083,daSilva2017_protein,no data,no data,no data,False,False,no data,0.0477,0.0477,0.0495,0.0495,ENST00000356562,protein_coding,False,False,False,False,False,91.7,False,5.0,0.2,0.2,white matter,3.0,6,3.0,0.1,0.1,0.3,0.2,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
YBX2,,,cancer-testis antigen,ENSG00000006047,daSilva2017_protein,True,False,Enhanced,False,False,testis,0.913,0.913,0.958,0.958,ENST00000007699,protein_coding,True,True,True,False,True,535.8,False,551.1,0.3,0.0,colon,7.2,15,1.1,1.4,0.1,1.9,0.3,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
ZC2HC1B,,,cancer-testis antigen,ENSG00000118491,daSilva2017_protein,no data,no data,no data,True,False,no data,0.9416,0.9416,1.0,1.0,ENST00000237275,protein_coding,True,True,True,True,True,14.4,False,14.8,0.0,0.1,skeletal muscle,0.3,0,0.1,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
ZNF560,,,cancer-testis antigen,ENSG00000198028,daSilva2017_protein;CTexploreR_CTP,no data,no data,no data,False,False,no data,0.7701,0.7701,0.8571,0.8571,ENST00000301480,protein_coding,True,False,False,False,False,6.0,False,6.2,0.0,0.8,retina,2.0,1,2.0,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,PERMISSIVE,NO_MS_DATA,SOMATIC,MODERATE,
