Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_99_pct_filter,filtered,rna_max_ntpm,never_expressed,rna_testis_ntpm,rna_ovary_ntpm,rna_placenta_ntpm,rna_max_somatic_tissue,rna_max_somatic_ntpm,rna_somatic_detected_count,rna_brain_max_ntpm,rna_heart_max_ntpm,rna_lung_max_ntpm,rna_liver_max_ntpm,rna_pancreas_max_ntpm,protein_restriction,protein_testis,protein_ovary,protein_placenta,rna_restriction,rna_restriction_level,ms_restriction,restriction,restriction_confidence,safety_flags
SPATA32,,,cancer-testis antigen,ENSG00000184361,CTpedia;daSilva2017,True,False,Approved,True,False,testis,0.9443,0.9443,1.0,1.0,ENST00000331780,protein_coding,True,True,True,True,True,42.4,False,43.6,0.0,0.0,duodenum,0.5,0,0.1,0.0,0.1,0.0,0.1,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SPACA1,,,cancer-testis antigen,ENSG00000118434,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9975,0.9975,1.0,1.0,ENST00000237201,protein_coding,True,True,True,True,True,40.7,False,41.9,0.0,0.0,kidney,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SPACA3,,,cancer-testis antigen,ENSG00000141316,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.826,0.826,0.8584,0.8584,ENST00000580599,protein_coding,True,False,False,False,True,121.8,False,125.3,0.1,0.1,pancreas,20.9,1,0.7,0.0,0.0,0.1,20.9,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,pancreas
CATSPERD,,,cancer-testis antigen,ENSG00000174898,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000381624,protein_coding,True,True,True,True,True,8.4,False,8.7,0.0,0.0,midbrain,0.4,0,0.4,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CATSPER4,,,cancer-testis antigen,ENSG00000188782,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.982,0.982,1.0,1.0,ENST00000456354,protein_coding,True,True,True,True,True,10.9,False,11.2,0.0,0.0,skeletal muscle,0.2,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CTAG1A,,,cancer-testis antigen,ENSG00000268651,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9878,0.9878,1.0,1.0,ENST00000593606,protein_coding,True,True,True,True,True,8.1,False,8.3,0.0,0.0,cerebral cortex,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CTAG1B,,,cancer-testis antigen,ENSG00000184033,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.9367,0.9367,1.0,1.0,ENST00000328435,protein_coding,True,True,True,True,True,7.4,False,7.6,0.0,0.0,cerebral cortex,0.7,0,0.7,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CTAGE1,,,cancer-testis antigen,ENSG00000212710,CTpedia;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000391403,protein_coding,True,True,True,True,True,10.0,False,10.3,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CTAGE6,,,cancer-testis antigen,ENSG00000271321,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9527,0.9527,1.0,1.0,ENST00000470691,protein_coding,True,True,True,True,True,14.0,False,14.4,0.1,0.0,white matter,0.3,0,0.3,0.0,0.1,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CTAGE9,,,cancer-testis antigen,ENSG00000236761,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9,0.9,1.0,1.0,ENST00000314099,protein_coding,True,True,True,True,True,8.1,False,8.3,0.0,0.0,cerebellum,0.2,0,0.2,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SSX1,,,cancer-testis antigen,ENSG00000126752,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Supported,True,False,testis,0.9,0.9,1.0,1.0,ENST00000376919,protein_coding,True,True,True,True,True,7.2,False,6.8,0.0,0.0,cerebellum,0.4,0,0.4,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SSX2,,,cancer-testis antigen,ENSG00000241476,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9878,0.9878,1.0,1.0,ENST00000337502,protein_coding,True,True,True,True,True,16.2,False,15.0,0.0,0.0,thyroid gland,0.2,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SSX2B,,,cancer-testis antigen,ENSG00000268447,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,0.9706,0.9706,1.0,1.0,ENST00000616191,protein_coding,True,True,True,True,True,16.5,False,29.9,0.0,0.0,medulla oblongata,0.9,0,0.9,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SSX3,,,cancer-testis antigen,ENSG00000165584,CTpedia;daSilva2017;daSilva2017_protein,True,False,Supported,True,False,testis,0.9776,0.9776,1.0,1.0,ENST00000298396,protein_coding,True,True,True,True,True,13.1,False,13.5,0.0,0.0,cerebral cortex,0.3,0,0.3,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SSX4,,,cancer-testis antigen,ENSG00000268009,CTpedia;daSilva2017,True,False,Supported,True,False,testis,0.8611,0.8611,1.0,1.0,ENST00000620320,protein_coding,True,True,True,True,True,3.1,False,3.1,0.0,0.0,heart muscle,0.1,0,0.0,0.1,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TSPY1,,,cancer-testis antigen,ENSG00000258992,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000451548,protein_coding,True,True,True,True,True,7.1,False,7.3,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TSPY2,,,cancer-testis antigen,ENSG00000168757,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000320701,protein_coding,True,True,True,True,True,7.4,False,7.5,0.0,0.0,cerebral cortex,0.2,0,0.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TSPY3,,,cancer-testis antigen,ENSG00000228927,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,0.8056,0.8056,1.0,1.0,ENST00000457222,protein_coding,True,True,True,True,True,2.9,False,3.0,0.0,0.0,esophagus,0.2,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TSPY4,,,cancer-testis antigen,ENSG00000233803,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,0.9845,0.9845,1.0,1.0,ENST00000426950,protein_coding,True,True,True,True,True,31.8,False,32.7,0.0,0.0,adipose tissue,0.2,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TSPY8,,,cancer-testis antigen,ENSG00000229549,CTpedia;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000287721,protein_coding,True,True,True,True,True,1.2,False,1.3,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TSPY9,TSPY9P,,cancer-testis antigen,ENSG00000238074,CTpedia;CTexploreR_CT,False,False,Supported,True,False,adrenal gland; stomach 1; stomach 2; testis,0.9797,0.9797,1.0,1.0,ENST00000440215,protein_coding,True,True,True,True,False,14.5,False,7.3,0.0,0.0,spleen,0.1,0,0.0,0.0,0.0,0.0,0.0,SOMATIC,True,False,False,TESTIS,STRICT,NO_MS_DATA,SOMATIC,LOW,
TSPY10,,,cancer-testis antigen,ENSG00000236424,CTpedia;daSilva2017,True,False,Supported,True,False,testis,0.95,0.95,1.0,1.0,ENST00000428845,protein_coding,True,True,True,True,True,1.9,False,1.6,0.0,0.0,adipose tissue,0.1,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TSPYL6,,,cancer-testis antigen,ENSG00000178021,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.963,0.963,1.0,1.0,ENST00000317802,protein_coding,True,True,True,True,True,20.8,False,21.5,0.0,0.0,cerebral cortex,0.7,0,0.7,0.1,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
MORC1,,,cancer-testis antigen,ENSG00000114487,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9181,0.9181,1.0,1.0,ENST00000232603,protein_coding,True,True,True,True,True,15.5,False,16.0,0.2,0.1,hippocampal formation,0.9,0,0.9,0.0,0.0,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TFDP3,,,cancer-testis antigen,ENSG00000183434,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9762,0.9762,1.0,1.0,ENST00000310125,protein_coding,True,True,True,True,True,4.1,False,4.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
LUZP4,,,cancer-testis antigen,ENSG00000102021,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000371920,protein_coding,True,True,True,True,True,7.9,False,8.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
DKKL1,,,cancer-testis antigen,ENSG00000104901,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.9517,0.9517,0.9994,0.9994,ENST00000594268,protein_coding,True,True,True,True,True,335.2,False,344.8,0.8,0.3,pancreas,1.0,1,0.5,0.4,0.3,0.3,1.0,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
SPO11,,,cancer-testis antigen,ENSG00000054796,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000371263,protein_coding,True,True,True,True,True,8.2,False,8.5,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CRISP2,,,cancer-testis antigen,ENSG00000124490,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.8602,0.8602,0.8882,0.8882,ENST00000616725,protein_coding,True,False,False,False,True,490.9,False,505.0,0.1,0.0,bone marrow,16.6,6,0.7,0.1,1.2,0.2,0.6,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
FMR1NB,,,cancer-testis antigen,ENSG00000176988,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.9947,0.9947,1.0,1.0,ENST00000370467,protein_coding,True,True,True,True,True,56.5,False,58.1,0.0,0.0,liver,0.1,0,0.1,0.0,0.0,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TPTE,,,cancer-testis antigen,ENSG00000274391,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9937,0.9937,1.0,1.0,ENST00000622113,protein_coding,True,True,True,True,True,109.7,False,107.2,0.0,0.5,cerebellum,0.2,0,0.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT45A2,,,cancer-testis antigen,ENSG00000271449,CTpedia;daSilva2017;daSilva2017_protein,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000612907,protein_coding,True,True,True,True,True,0.2,False,0.2,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT45A7,,,cancer-testis antigen,ENSG00000273696,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,False,False,testis,0.6667,0.6667,1.0,1.0,ENST00000610598,protein_coding,True,True,True,True,True,0.4,False,0.4,0.0,0.0,cerebral cortex,0.4,0,0.4,0.0,0.1,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A1,,,cancer-testis antigen,ENSG00000236371,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000433030,protein_coding,True,True,True,True,True,0.5,False,0.7,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A2,,,cancer-testis antigen,ENSG00000242362,CTpedia;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000458218,protein_coding,True,True,True,True,True,0.1,False,0.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A3,,,cancer-testis antigen,ENSG00000236126,CTpedia;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000441330,protein_coding,True,True,True,True,True,0.1,False,0.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A4,,,cancer-testis antigen,ENSG00000230594,CTpedia;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000415858,protein_coding,True,True,True,True,True,0.1,False,0.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A5,,,cancer-testis antigen,ENSG00000237957,CTpedia;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000439466,protein_coding,True,True,True,True,True,0.1,False,0.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A6,,,cancer-testis antigen,ENSG00000226023,CTpedia;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000419194,protein_coding,True,True,True,True,True,0.4,False,0.4,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A7,,,cancer-testis antigen,ENSG00000228517,CTpedia;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000434883,protein_coding,True,True,True,True,True,0.6,False,0.3,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A11,,,cancer-testis antigen,ENSG00000226929,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000457020,protein_coding,True,True,True,True,True,0.9,False,1.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47A12,,,cancer-testis antigen,ENSG00000226685,CTpedia;CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000419982,protein_coding,True,True,True,True,True,1.1,False,1.1,0.0,0.0,basal ganglia,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT47B1,,,cancer-testis antigen,ENSG00000236446,CTpedia;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000371311,protein_coding,True,True,True,True,True,6.7,False,6.8,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
CT83,,,cancer-testis antigen,ENSG00000204019,CTpedia;CTexploreR_CTP;daSilva2017;daSilva2017_protein,no data,no data,no data,False,False,no data,0.9555,0.9555,0.9749,0.9749,ENST00000371894,protein_coding,True,True,True,False,False,62.2,False,64.0,0.0,0.0,salivary gland,2.7,1,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
TEX13A,,,cancer-testis antigen,ENSG00000268629,CTpedia;daSilva2017,True,False,Enhanced,True,False,placenta; testis,1.0,1.0,1.0,1.0,ENST00000600991,protein_coding,True,True,True,True,True,10.3,False,10.6,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,REPRODUCTIVE,True,False,True,TESTIS,STRICT,NO_MS_DATA,REPRODUCTIVE,LOW,
TEX19,,,cancer-testis antigen,ENSG00000182459,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000333437,protein_coding,True,True,True,True,True,30.0,False,30.9,0.0,0.0,cerebral cortex,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TEX33,CIMIP4,,cancer-testis antigen,ENSG00000185264,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9989,0.9989,1.0,1.0,ENST00000381821,protein_coding,True,True,True,True,True,88.9,False,91.4,0.0,0.0,cerebral cortex,0.2,0,0.2,0.0,0.0,0.1,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TEX35,,,cancer-testis antigen,ENSG00000240021,CTpedia;daSilva2017,True,False,Approved,False,False,testis,0.88,0.8802,0.9778,0.9778,ENST00000367639,protein_coding,True,True,True,False,True,114.7,False,117.9,0.6,0.5,cerebellum,8.7,14,8.7,0.6,0.4,0.2,0.4,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,brain
TEX37,SPMIP9,,cancer-testis antigen,ENSG00000172073,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000303254,protein_coding,True,True,True,True,True,82.6,False,85.0,0.0,0.1,cerebral cortex,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TEX38,,,cancer-testis antigen,ENSG00000186118,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9783,0.9783,1.0,1.0,ENST00000564071,protein_coding,True,True,True,True,True,377.8,False,388.6,0.1,0.2,pituitary gland,0.8,0,0.4,0.1,0.1,0.2,0.2,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TEX44,,,cancer-testis antigen,ENSG00000177673,CTpedia,True,False,Enhanced,True,False,testis,0.998,0.998,1.0,1.0,ENST00000313965,protein_coding,True,True,True,True,True,148.2,False,152.4,0.0,0.0,cerebellum,0.1,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TEX101,,,cancer-testis antigen,ENSG00000131126,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,True,testis,0.8825,0.8834,0.9879,0.9879,ENST00000602198,protein_coding,True,True,True,False,True,114.4,False,117.7,0.5,0.2,cerebral cortex,21.5,10,21.5,0.5,0.2,0.5,1.6,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,brain
PATE1,,,cancer-testis antigen,ENSG00000171053,CTpedia,False,False,Approved,False,False,epididymis; seminal vesicle; testis,0.0,0.0,0.0005,0.0005,ENST00000305738,protein_coding,False,False,False,False,False,1824.1,False,0.0,0.0,0.0,cerebral cortex,0.4,0,0.4,0.0,0.0,0.0,0.0,TESTIS,True,False,False,NO_DATA,LEAKY,NO_MS_DATA,TESTIS,MODERATE,
PATE4,,,cancer-testis antigen,ENSG00000237353,CTpedia,True,False,Approved,False,False,testis,0.004,0.004,0.0084,0.0084,ENST00000457514,protein_coding,False,False,False,False,False,103.1,False,0.4,0.0,0.1,cerebellum,1.8,3,1.8,0.1,0.1,0.1,0.1,TESTIS,True,False,False,SOMATIC,LEAKY,NO_MS_DATA,TESTIS,LOW,
PRSS54,,,cancer-testis antigen,ENSG00000103023,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.995,0.995,1.0,1.0,ENST00000219301,protein_coding,True,True,True,True,True,40.2,False,41.4,0.0,0.0,cerebral cortex,0.3,0,0.3,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
PHF7,,,cancer-testis antigen,ENSG00000010318,CTpedia;daSilva2017,True,False,Enhanced,False,True,testis,0.9126,0.9128,0.945,0.9451,ENST00000327906,protein_coding,True,True,False,False,True,1181.3,False,1216.7,1.4,2.0,parathyroid gland,5.7,28,1.3,1.9,2.4,4.7,4.4,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
SLCO6A1,,,cancer-testis antigen,ENSG00000205359,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000506729,protein_coding,True,True,True,True,True,29.4,False,30.2,0.0,0.2,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
TEKT5,,,cancer-testis antigen,ENSG00000153060,CTpedia;CTexploreR_CTP;daSilva2017,no data,no data,no data,True,False,no data,0.8067,0.8067,1.0,1.0,ENST00000283025,protein_coding,True,True,True,True,True,31.2,False,32.1,0.1,0.0,stomach,1.0,1,0.7,0.1,0.1,0.9,0.3,NO_DATA,,,,SOMATIC,MODERATE,NO_MS_DATA,SOMATIC,MODERATE,
DMRT1,,,cancer-testis antigen,ENSG00000137090,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.9812,0.9812,1.0,1.0,ENST00000382276,protein_coding,True,True,True,True,True,26.1,False,26.9,0.0,0.0,thyroid gland,0.2,0,0.1,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
DMRTC2,,,cancer-testis antigen,ENSG00000142025,CTpedia;daSilva2017,True,False,Uncertain,True,False,testis,0.9475,0.9475,1.0,1.0,ENST00000269945,protein_coding,True,True,True,True,True,39.7,False,40.9,0.0,0.0,bone marrow,0.3,0,0.3,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
DNAJB8,,,cancer-testis antigen,ENSG00000179407,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000469083,protein_coding,True,True,True,True,True,49.7,False,51.1,0.0,0.0,adipose tissue,0.0,0,0.0,0.0,0.0,0.0,0.0,NO_DATA,,,,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
SAGE1,,,cancer-testis antigen,ENSG00000181433,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.8393,0.8393,1.0,1.0,ENST00000324447,protein_coding,True,True,True,True,True,4.7,False,4.8,0.0,0.0,pons,0.5,0,0.5,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
LIPI,,,cancer-testis antigen,ENSG00000188992,CTpedia,no data,no data,no data,False,False,no data,0.0002,0.0002,0.0024,0.0024,ENST00000681601,protein_coding,False,False,False,False,False,409.2,False,0.1,0.2,0.0,thyroid gland,2.5,1,0.2,0.0,0.0,0.0,0.1,NO_DATA,,,,SOMATIC,LEAKY,NO_MS_DATA,SOMATIC,MODERATE,
ADAM2,,,cancer-testis antigen,ENSG00000104755,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000265708,protein_coding,True,True,True,True,True,37.0,False,38.1,0.0,0.0,midbrain,0.2,0,0.2,0.0,0.0,0.0,0.0,TESTIS,True,False,False,TESTIS,STRICT,NO_MS_DATA,TESTIS,HIGH,
PLAC1,,,cancer-testis antigen,ENSG00000170965,CTpedia,True,False,Enhanced,True,False,placenta,0.9691,0.9691,1.0,1.0,ENST00000359237,protein_coding,True,True,True,True,True,27.0,False,0.9,0.1,27.9,skin,0.2,0,0.1,0.0,0.0,0.0,0.0,PLACENTAL,False,False,True,PLACENTAL,STRICT,NO_MS_DATA,PLACENTAL,HIGH,
CABS1,,,cancer-testis antigen,ENSG00000145309,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.9628,0.9628,0.9727,0.9727,ENST00000273936,protein_coding,True,True,True,False,True,103.4,False,106.3,0.0,0.0,salivary gland,4.1,1,0.5,0.0,0.0,0.0,0.0,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
FATE1,,,cancer-testis antigen,ENSG00000147378,CTpedia;daSilva2017,True,False,Enhanced,True,True,testis,0.9651,0.9655,1.0,1.0,ENST00000370350,protein_coding,True,True,True,True,True,232.3,False,239.0,0.0,0.0,cerebral cortex,1.0,1,1.0,0.9,0.2,0.1,0.1,TESTIS,True,False,False,SOMATIC,MODERATE,NO_MS_DATA,TESTIS,LOW,
HORMAD1,,,cancer-testis antigen,ENSG00000143452,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.879,0.879,0.9338,0.9338,ENST00000361824,protein_coding,True,True,False,False,True,114.3,False,117.8,0.0,0.5,skin,6.8,2,0.3,0.0,0.2,0.1,0.1,TESTIS,True,False,False,SOMATIC,PERMISSIVE,NO_MS_DATA,TESTIS,LOW,
