Symbol,Aliases,Full_Name,Function,Ensembl_Gene_ID,source_databases,protein_reproductive,protein_thymus,protein_reliability,rna_reproductive,rna_thymus,protein_strict_expression,rna_reproductive_frac,rna_reproductive_and_thymus_frac,rna_deflated_reproductive_frac,rna_deflated_reproductive_and_thymus_frac,Canonical_Transcript_ID,biotype,rna_80_pct_filter,rna_90_pct_filter,rna_95_pct_filter,rna_99_pct_filter,filtered,rna_max_ntpm,never_expressed
ACTL8,,,cancer-testis antigen,ENSG00000117148,CTpedia;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.939,0.939,1.0,1.0,ENST00000375406,protein_coding,True,True,True,True,True,6.9,False
SPEM1,,,cancer-testis antigen,ENSG00000181323,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.997,0.997,1.0,1.0,ENST00000323675,protein_coding,True,True,True,True,True,66.8,False
THEG,SPMAP2,,cancer-testis antigen,ENSG00000105549,CTpedia;daSilva2017,no data,no data,no data,False,False,no data,0.8515,0.8515,0.9538,0.9538,ENST00000342640,protein_coding,True,True,True,False,False,41.3,False
PRM1,,,cancer-testis antigen,ENSG00000175646,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.9938,0.9938,0.9962,0.9962,ENST00000312511,protein_coding,True,True,True,True,True,13722.9,False
PRM2,,,cancer-testis antigen,ENSG00000122304,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.9938,0.9938,0.9965,0.9965,ENST00000241808,protein_coding,True,True,True,True,True,11371.6,False
PRM3,,,cancer-testis antigen,ENSG00000178257,CTpedia;daSilva2017,no data,no data,no data,False,False,no data,0.9351,0.9351,0.9785,0.9785,ENST00000327157,protein_coding,True,True,True,False,False,86.4,False
AKAP4,,,cancer-testis antigen,ENSG00000147081,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9989,0.9989,1.0,1.0,ENST00000358526,protein_coding,True,True,True,True,True,190.2,False
TNP2,,,cancer-testis antigen,ENSG00000178279,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000560751,protein_coding,True,True,True,True,True,47.9,False
CGB8,,,cancer-testis antigen,ENSG00000213030,CTpedia;daSilva2017,True,False,Supported,False,False,placenta; testis,0.8873,0.8873,0.933,0.933,ENST00000448456,protein_coding,True,True,False,False,True,18.1,False
PSG9,,,cancer-testis antigen,ENSG00000183668,CTpedia,True,False,Supported,True,False,placenta; testis,0.9709,0.9709,1.0,1.0,ENST00000418820,protein_coding,True,True,True,True,True,103.4,False
PSG8,,,cancer-testis antigen,ENSG00000124467,CTpedia;daSilva2017,True,False,Supported,True,False,placenta; testis,0.9692,0.9692,1.0,1.0,ENST00000404209,protein_coding,True,True,True,True,True,6.3,False
PSG11,,,cancer-testis antigen,ENSG00000243130,CTpedia;daSilva2017,True,False,Enhanced,True,False,placenta; testis,0.9884,0.9884,1.0,1.0,ENST00000320078,protein_coding,True,True,True,True,True,51.3,False
PSG1,,,cancer-testis antigen,ENSG00000231924,CTpedia,True,False,Supported,True,False,placenta; testis,0.9898,0.9898,1.0,1.0,ENST00000436291,protein_coding,True,True,True,True,True,252.6,False
PSG3,,,cancer-testis antigen,ENSG00000221826,CTpedia;daSilva2017,True,False,Supported,True,False,placenta; testis,0.9914,0.9914,1.0,1.0,ENST00000327495,protein_coding,True,True,True,True,True,137.4,False
CSH2,,,cancer-testis antigen,ENSG00000213218,CTpedia;daSilva2017,True,False,Supported,False,True,placenta,0.9886,0.9886,0.9909,0.9909,ENST00000336844,protein_coding,True,True,True,True,True,3198.1,False
PSG5,,,cancer-testis antigen,ENSG00000204941,CTpedia,True,False,Supported,True,False,placenta; testis,0.9714,0.9714,1.0,1.0,ENST00000366175,protein_coding,True,True,True,True,True,108.6,False
TRIM64,,,cancer-testis antigen,ENSG00000204450,CTpedia,True,False,Approved,True,False,placenta,1.0,1.0,1.0,1.0,ENST00000533122,protein_coding,True,True,True,True,True,1.2,False
EGFL6,,,cancer-testis antigen,ENSG00000198759,CTpedia,True,False,Enhanced,False,False,placenta,0.8745,0.8745,0.9067,0.9067,ENST00000361306,protein_coding,True,True,False,False,True,623.7,False
LIN28B,,,cancer-testis antigen,ENSG00000187772,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,False,False,placenta,0.9426,0.9426,0.9925,0.9925,ENST00000635857,protein_coding,True,True,True,True,True,63.2,False
ADAM29,,,cancer-testis antigen,ENSG00000168594,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.9684,0.9684,1.0,1.0,ENST00000359240,protein_coding,True,True,True,True,True,39.9,False
CABYR,,,cancer-testis antigen,ENSG00000154040,CTpedia;daSilva2017,True,False,Enhanced,False,True,testis,0.6992,0.7002,0.7772,0.7774,ENST00000399481,protein_coding,False,False,False,False,False,295.1,False
CCDC33,,,cancer-testis antigen,ENSG00000140481,CTpedia,no data,no data,no data,False,False,no data,0.3561,0.3561,0.4298,0.4298,ENST00000635913,protein_coding,False,False,False,False,False,19.6,False
CTCFL,,,cancer-testis antigen,ENSG00000124092,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.5463,0.5485,1.0,1.0,ENST00000423479,protein_coding,True,True,True,True,True,10.8,False
DDX53,,,cancer-testis antigen,ENSG00000184735,CTpedia;CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000327968,protein_coding,True,True,True,True,True,5.2,False
DPPA2,,,cancer-testis antigen,ENSG00000163530,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.9722,0.973,1.0,1.0,ENST00000478945,protein_coding,True,True,True,True,True,3.2,False
FTHL17,,,cancer-testis antigen,ENSG00000132446,CTpedia;CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.9744,0.9744,1.0,1.0,ENST00000359202,protein_coding,True,True,True,True,True,3.8,False
HORMAD2,,,cancer-testis antigen,ENSG00000176635,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.8506,0.8506,0.925,0.925,ENST00000336726,protein_coding,True,True,False,False,True,22.2,False
LEMD1,,,cancer-testis antigen,ENSG00000186007,CTpedia;CTexploreR_CTP;daSilva2017,no data,no data,no data,False,False,no data,0.6192,0.6192,0.7518,0.7518,ENST00000495594,protein_coding,False,False,False,False,False,53.6,False
SYCP1,,,cancer-testis antigen,ENSG00000198765,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,0.9848,0.9848,1.0,1.0,ENST00000369522,protein_coding,True,True,True,True,True,39.0,False
TDRD1,,,cancer-testis antigen,ENSG00000095627,CTpedia,True,False,Enhanced,False,False,ovary; testis,0.668,0.6707,0.9625,0.9625,ENST00000251864,protein_coding,True,True,True,False,True,15.2,False
TEX15,,,cancer-testis antigen,ENSG00000133863,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.4485,0.4485,0.5514,0.5514,ENST00000643185,protein_coding,False,False,False,False,False,11.8,False
ACTL7A,,,cancer-testis antigen,ENSG00000187003,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9987,0.9987,1.0,1.0,ENST00000333999,protein_coding,True,True,True,True,True,223.8,False
ACTL7B,,,cancer-testis antigen,ENSG00000148156,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9991,0.9991,1.0,1.0,ENST00000374667,protein_coding,True,True,True,True,True,115.5,False
BOLL,,,cancer-testis antigen,ENSG00000152430,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.9065,0.9065,0.9425,0.9425,ENST00000321801,protein_coding,True,True,False,False,True,47.5,False
BRDT,,,cancer-testis antigen,ENSG00000137948,CTpedia;CTexploreR_CT;daSilva2017,True,False,Approved,False,False,testis,0.9443,0.9444,0.9876,0.9876,ENST00000394530,protein_coding,True,True,True,False,True,127.6,False
CALR3,,,cancer-testis antigen,ENSG00000269058,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9813,0.9813,1.0,1.0,ENST00000269881,protein_coding,True,True,True,True,True,63.0,False
DDX4,,,cancer-testis antigen,ENSG00000152670,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.976,0.976,1.0,1.0,ENST00000353507,protein_coding,True,True,True,True,True,145.2,False
DMRTB1,,,cancer-testis antigen,ENSG00000143006,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.9854,0.9854,1.0,1.0,ENST00000371445,protein_coding,True,True,True,True,True,60.9,False
DPPA3,,,cancer-testis antigen,ENSG00000187569,CTpedia;daSilva2017,no data,no data,no data,False,False,no data,0.6508,0.6508,0.9688,0.9688,ENST00000345088,protein_coding,True,True,True,False,False,3.1,False
DPPA5,,,cancer-testis antigen,ENSG00000203909,CTpedia;daSilva2017,no data,no data,no data,True,False,no data,0.7647,0.7647,1.0,1.0,ENST00000370370,protein_coding,True,True,True,True,True,2.0,False
FKBP6,,,cancer-testis antigen,ENSG00000077800,CTpedia;daSilva2017,True,False,Enhanced,True,False,ovary; testis,0.9549,0.9551,1.0,1.0,ENST00000252037,protein_coding,True,True,True,True,True,56.9,False
GAGE1,,,cancer-testis antigen,ENSG00000205777,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Supported,True,False,testis,0.7826,0.7826,1.0,1.0,ENST00000381700,protein_coding,True,True,True,True,True,1.8,False
LDHC,,,cancer-testis antigen,ENSG00000166796,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.9534,0.9534,0.9973,0.9973,ENST00000541669,protein_coding,True,True,True,True,True,257.4,False
MAEL,,,cancer-testis antigen,ENSG00000143194,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Approved,False,False,testis,0.8242,0.8242,0.9163,0.9163,ENST00000622874,protein_coding,True,True,False,False,False,154.6,False
MAGEA12,,,cancer-testis antigen,ENSG00000213401,CTpedia;CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.5625,0.5625,1.0,1.0,ENST00000393869,protein_coding,True,True,True,True,True,2.7,False
MAGEA8,,,cancer-testis antigen,ENSG00000156009,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,placenta; testis,0.9539,0.9539,1.0,1.0,ENST00000535454,protein_coding,True,True,True,True,True,12.8,False
MAGEB10,,,cancer-testis antigen,ENSG00000177689,CTpedia,no data,no data,no data,True,False,no data,0.6857,0.6857,1.0,1.0,ENST00000356790,protein_coding,True,True,True,True,True,2.4,False
MEIOB,,,cancer-testis antigen,ENSG00000162039,CTpedia;CTexploreR_CT;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.8277,0.8318,1.0,1.0,ENST00000470044,protein_coding,True,True,True,True,True,26.5,False
NANOS2,,,cancer-testis antigen,ENSG00000188425,CTpedia;daSilva2017,True,False,Approved,True,False,testis,0.875,0.875,1.0,1.0,ENST00000341294,protein_coding,True,True,True,True,True,3.5,False
PASD1,,,cancer-testis antigen,ENSG00000166049,CTpedia;CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,placenta; testis,1.0,1.0,1.0,1.0,ENST00000370357,protein_coding,True,True,True,True,True,15.6,False
PIWIL1,,,cancer-testis antigen,ENSG00000125207,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,False,False,testis,0.9305,0.9305,0.9976,0.9976,ENST00000245255,protein_coding,True,True,True,True,True,41.5,False
RAD21L1,,,cancer-testis antigen,ENSG00000244588,CTpedia;CTexploreR_CT;daSilva2017,True,False,Approved,True,False,testis,0.9043,0.9043,1.0,1.0,ENST00000402452,protein_coding,True,True,True,True,True,10.4,False
SMC1B,,,cancer-testis antigen,ENSG00000077935,CTpedia;daSilva2017;daSilva2017_protein,True,False,Enhanced,True,False,testis,0.9743,0.9744,1.0,1.0,ENST00000357450,protein_coding,True,True,True,True,True,30.2,False
SYCE2,,,cancer-testis antigen,ENSG00000161860,CTpedia;daSilva2017,True,False,Enhanced,False,True,testis,0.4486,0.4643,0.8286,0.8328,ENST00000293695,protein_coding,True,False,False,False,True,25.9,False
SYCP3,,,cancer-testis antigen,ENSG00000139351,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,True,False,testis,0.9586,0.9586,1.0,1.0,ENST00000392927,protein_coding,True,True,True,True,True,80.5,False
TEX14,,,cancer-testis antigen,ENSG00000121101,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.7472,0.7472,0.974,0.974,ENST00000389934,protein_coding,True,True,True,False,True,26.2,False
UTF1,,,cancer-testis antigen,ENSG00000171794,CTpedia;daSilva2017,True,False,Enhanced,True,False,testis,0.913,0.913,1.0,1.0,ENST00000304477,protein_coding,True,True,True,True,True,5.8,False
ZPBP,,,cancer-testis antigen,ENSG00000042813,CTpedia;daSilva2017,True,False,Enhanced,False,False,testis,0.956,0.956,0.9754,0.9754,ENST00000046087,protein_coding,True,True,True,False,True,138.9,False
ZPBP2,,,cancer-testis antigen,ENSG00000186075,CTpedia;CTexploreR_CTP;daSilva2017,True,False,Enhanced,True,False,testis,0.9556,0.9556,1.0,1.0,ENST00000348931,protein_coding,True,True,True,True,True,92.5,False
C1orf94,,,cancer-testis antigen,ENSG00000142698,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.819,0.819,1.0,1.0,ENST00000373374,protein_coding,True,True,True,True,True,19.0,False
ZC3H11B,,,cancer-testis antigen,ENSG00000215817,CTexploreR_CT,no data,no data,no data,True,False,no data,0.5052,0.5052,1.0,1.0,ENST00000651890,protein_coding,True,True,True,True,True,4.8,False
WDR64,,,cancer-testis antigen,ENSG00000162843,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.8966,0.8966,1.0,1.0,ENST00000437684,protein_coding,True,True,True,True,True,2.3,False
POTEF,,,cancer-testis antigen,ENSG00000196604,CTexploreR_CT;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.7826,0.7826,1.0,1.0,ENST00000409914,protein_coding,True,True,True,True,True,1.7,True
COX7B2,,,cancer-testis antigen,ENSG00000170516,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.9976,0.9976,1.0,1.0,ENST00000355591,protein_coding,True,True,True,True,True,83.4,False
RBM46,,,cancer-testis antigen,ENSG00000151962,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.9573,0.9574,1.0,1.0,ENST00000281722,protein_coding,True,True,True,True,True,26.8,False
TRIML2,,,cancer-testis antigen,ENSG00000179046,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.8767,0.8767,1.0,1.0,ENST00000682553,protein_coding,True,True,True,True,True,3.9,False
RFPL4B,,,cancer-testis antigen,ENSG00000251258,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.8636,0.8636,1.0,1.0,ENST00000441065,protein_coding,True,True,True,True,True,1.6,True
ZNF722,,,cancer-testis antigen,ENSG00000241149,CTexploreR_CT,no data,no data,no data,True,False,no data,0.9444,0.9444,1.0,1.0,ENST00000330020,protein_coding,True,True,True,True,True,1.7,True
DCAF4L2,,,cancer-testis antigen,ENSG00000176566,CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Uncertain,True,False,testis,1.0,1.0,1.0,1.0,ENST00000319675,protein_coding,True,True,True,True,True,20.7,False
TEX48,,,cancer-testis antigen,ENSG00000230601,CTexploreR_CT,no data,no data,no data,True,False,no data,0.9923,0.9923,1.0,1.0,ENST00000436752,protein_coding,True,True,True,True,True,25.7,False
TUBA3C,,,cancer-testis antigen,ENSG00000198033,CTexploreR_CT;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,0.9952,0.9952,1.0,1.0,ENST00000400113,protein_coding,True,True,True,True,True,393.6,False
CBY2,,,cancer-testis antigen,ENSG00000174015,CTexploreR_CT,True,False,Enhanced,True,False,testis,0.9948,0.9948,1.0,1.0,ENST00000310521,protein_coding,True,True,True,True,True,96.3,False
GARIN2,,,cancer-testis antigen,ENSG00000172717,CTexploreR_CT,no data,no data,no data,True,False,no data,0.883,0.8835,1.0,1.0,ENST00000612183,protein_coding,True,True,True,True,True,23.3,False
GOLGA6L7,,,cancer-testis antigen,ENSG00000261649,CTexploreR_CT,no data,no data,no data,True,False,no data,0.9441,0.9441,1.0,1.0,ENST00000567390,protein_coding,True,True,True,True,True,27.0,False
PRDM7,,,cancer-testis antigen,ENSG00000126856,CTexploreR_CT;daSilva2017,True,False,Approved,True,False,testis,1.0,1.0,1.0,1.0,ENST00000449207,protein_coding,True,True,True,True,True,1.0,False
CHCT1,,,cancer-testis antigen,ENSG00000141371,CTexploreR_CT,True,False,Enhanced,True,False,testis,0.9676,0.9677,1.0,1.0,ENST00000461535,protein_coding,True,True,True,True,True,131.5,False
POTEC,,,cancer-testis antigen,ENSG00000183206,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000358970,protein_coding,True,True,True,True,True,2.4,False
ZNF729,,,cancer-testis antigen,ENSG00000196350,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.95,0.95,1.0,1.0,ENST00000601693,protein_coding,True,True,True,True,True,1.9,True
ZNF723,,,cancer-testis antigen,ENSG00000268696,CTexploreR_CT,no data,no data,no data,True,False,no data,0.8293,0.8293,1.0,1.0,ENST00000600766,protein_coding,True,True,True,True,True,3.3,False
GFY,,,cancer-testis antigen,ENSG00000261949,CTexploreR_CT,no data,no data,no data,True,False,no data,0.52,0.52,1.0,1.0,ENST00000576655,protein_coding,True,True,True,True,True,1.3,True
CSTL1,,,cancer-testis antigen,ENSG00000125823,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.9444,0.9444,1.0,1.0,ENST00000246020,protein_coding,True,True,True,True,True,1.7,True
VCX3A,,,cancer-testis antigen,ENSG00000169059,CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,0.9255,0.9255,1.0,1.0,ENST00000381089,protein_coding,True,True,True,True,True,53.3,False
VCX,,,cancer-testis antigen,ENSG00000182583,CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,0.9078,0.9078,1.0,1.0,ENST00000381059,protein_coding,True,True,True,True,True,32.5,False
VCX3B,,,cancer-testis antigen,ENSG00000205642,CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,0.8812,0.8812,1.0,1.0,ENST00000381032,protein_coding,True,True,True,True,True,14.1,False
PPP4R3C,,,cancer-testis antigen,ENSG00000224960,CTexploreR_CT,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000412172,protein_coding,True,True,True,True,True,1.8,True
DCAF8L2,,,cancer-testis antigen,ENSG00000189186,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000451261,protein_coding,True,True,True,True,True,19.3,False
SSX5,,,cancer-testis antigen,ENSG00000165583,CTexploreR_CT;daSilva2017,True,False,Supported,False,False,testis,0.2667,0.2667,1.0,1.0,ENST00000347757,protein_coding,True,True,True,True,True,0.4,False
CXorf49,,,cancer-testis antigen,ENSG00000215115,CTexploreR_CT;daSilva2017;daSilva2017_protein,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000535490,protein_coding,True,True,True,True,True,3.3,False
CXorf49B,,,cancer-testis antigen,ENSG00000215113,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000542739,protein_coding,True,True,True,True,True,4.6,False
TGIF2LX,,,cancer-testis antigen,ENSG00000153779,CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000283891,protein_coding,True,True,True,True,True,8.5,False
ESX1,,,cancer-testis antigen,ENSG00000123576,CTexploreR_CT;daSilva2017,True,False,Enhanced,True,False,testis,1.0,1.0,1.0,1.0,ENST00000372588,protein_coding,True,True,True,True,True,8.6,False
TEX13C,,,cancer-testis antigen,ENSG00000282815,CTexploreR_CT,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000695841,protein_coding,True,True,True,True,True,1.6,True
CT55,,,cancer-testis antigen,ENSG00000169551,CTexploreR_CT,no data,no data,no data,True,False,no data,0.6981,0.6981,1.0,1.0,ENST00000276241,protein_coding,True,True,True,True,True,3.7,False
CT45A10,,,cancer-testis antigen,ENSG00000269586,CTexploreR_CT;daSilva2017,True,False,Supported,False,False,testis,0.5882,0.5882,0.9278,0.9278,ENST00000682849,protein_coding,True,True,False,False,True,9.0,False
CXorf51B,,,cancer-testis antigen,ENSG00000235699,CTexploreR_CT;daSilva2017,no data,no data,no data,True,False,no data,0.9993,0.9993,1.0,1.0,ENST00000438525,protein_coding,True,True,True,True,True,145.8,False
VCY,,,cancer-testis antigen,ENSG00000129864,CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000250825,protein_coding,True,True,True,True,True,58.3,False
VCY1B,,,cancer-testis antigen,ENSG00000129862,CTexploreR_CT;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000250823,protein_coding,True,True,True,True,True,55.6,False
RBMY1B,,,cancer-testis antigen,ENSG00000242875,CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Supported,False,False,testis,1.0,1.0,1.0,1.0,ENST00000383020,protein_coding,True,True,True,True,True,0.2,False
RBMY1A1,,,cancer-testis antigen,ENSG00000234414,CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000382707,protein_coding,True,True,True,True,True,8.3,False
RBMY1E,,,cancer-testis antigen,ENSG00000242389,CTexploreR_CT;daSilva2017;daSilva2017_protein,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000382658,protein_coding,True,True,True,True,True,2.5,False
AKNAD1,,,cancer-testis antigen,ENSG00000162641,CTexploreR_CTP;daSilva2017,no data,no data,no data,True,False,no data,1.0,1.0,1.0,1.0,ENST00000357393,protein_coding,True,True,True,True,True,4.7,False
DCAF4L1,,,cancer-testis antigen,ENSG00000182308,CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.7067,0.7067,0.9959,0.9959,ENST00000333141,protein_coding,True,True,True,True,True,24.0,False
NAA11,,,cancer-testis antigen,ENSG00000156269,CTexploreR_CTP;daSilva2017;daSilva2017_protein,True,False,Approved,True,False,placenta; testis,0.8929,0.8929,1.0,1.0,ENST00000286794,protein_coding,True,True,True,True,True,6.0,False
OOEP,,,cancer-testis antigen,ENSG00000203907,CTexploreR_CTP,True,False,Approved,False,False,ovary,0.6331,0.6331,0.953,0.953,ENST00000370363,protein_coding,True,True,True,False,True,13.8,False
TMEM270,,,cancer-testis antigen,ENSG00000175877,CTexploreR_CTP,no data,no data,no data,True,False,no data,0.9742,0.9742,1.0,1.0,ENST00000320531,protein_coding,True,True,True,True,True,75.4,False
ANKRD7,,,cancer-testis antigen,ENSG00000106013,CTexploreR_CTP;daSilva2017,no data,no data,no data,False,False,no data,0.9835,0.9835,0.9989,0.9989,ENST00000477532,protein_coding,True,True,True,True,True,834.8,False
RNF148,,,cancer-testis antigen,ENSG00000235631,CTexploreR_CTP;daSilva2017,no data,no data,no data,True,False,no data,0.8872,0.8872,1.0,1.0,ENST00000434824,protein_coding,True,True,True,True,True,47.9,False
GARIN1B,,,cancer-testis antigen,ENSG00000135248,CTexploreR_CTP,no data,no data,no data,False,False,no data,0.9194,0.9194,1.0,1.0,ENST00000485070,protein_coding,True,True,True,True,True,91.3,False
TMEM210,,,cancer-testis antigen,ENSG00000185863,CTexploreR_CTP;daSilva2017,True,False,Enhanced,False,False,testis,0.8324,0.8324,0.973,0.973,ENST00000413619,protein_coding,True,True,True,False,True,14.4,False
C12orf42,,,cancer-testis antigen,ENSG00000179088,CTexploreR_CTP,no data,no data,no data,False,True,no data,0.8227,0.8333,1.0,1.0,ENST00000378113,protein_coding,True,True,True,True,True,16.7,False
CCDC196,,,cancer-testis antigen,ENSG00000196553,CTexploreR_CTP,no data,no data,no data,True,False,no data,0.9815,0.9815,1.0,1.0,ENST00000636229,protein_coding,True,True,True,True,True,5.3,False
LRRC36,,,cancer-testis antigen,ENSG00000159708,CTexploreR_CTP,True,False,Enhanced,False,False,testis,0.775,0.775,0.8731,0.8731,ENST00000329956,protein_coding,True,False,False,False,True,34.3,False
DPEP3,,,cancer-testis antigen,ENSG00000141096,CTexploreR_CTP;daSilva2017;daSilva2017_protein,True,False,Enhanced,False,False,testis,0.8255,0.8259,0.9641,0.9641,ENST00000672962,protein_coding,True,True,True,False,True,45.7,False
FBXO39,,,cancer-testis antigen,ENSG00000177294,CTexploreR_CTP;daSilva2017,no data,no data,no data,True,False,no data,0.8575,0.8579,1.0,1.0,ENST00000321535,protein_coding,True,True,True,True,True,29.5,False
C17orf50,,,cancer-testis antigen,ENSG00000270806,CTexploreR_CTP;daSilva2017,no data,no data,no data,False,False,no data,0.9303,0.9303,0.999,0.999,ENST00000605587,protein_coding,True,True,True,True,True,102.7,False
MEIOC,,,cancer-testis antigen,ENSG00000180336,CTexploreR_CTP,True,False,Enhanced,False,False,testis,0.6686,0.6686,0.9094,0.9094,ENST00000409122,protein_coding,True,True,False,False,True,46.2,False
C20orf141,,,cancer-testis antigen,ENSG00000258713,CTexploreR_CTP;daSilva2017,no data,no data,no data,False,False,no data,0.9688,0.9688,0.9953,0.9953,ENST00000603872,protein_coding,True,True,True,True,True,126.6,False
EFCAB8,,,cancer-testis antigen,ENSG00000215529,CTexploreR_CTP,no data,no data,no data,True,False,no data,0.5323,0.5397,1.0,1.0,ENST00000400522,protein_coding,True,True,True,True,True,3.3,False
GAGE12C,,,cancer-testis antigen,ENSG00000237671,CTexploreR_CTP;daSilva2017,True,False,Supported,True,False,testis,1.0,1.0,1.0,1.0,ENST00000420398,protein_coding,True,True,True,True,True,23.0,False
GAGE12F,,,cancer-testis antigen,ENSG00000236362,CTexploreR_CTP;daSilva2017;daSilva2017_protein,True,False,Supported,False,False,testis,0.9121,0.9121,0.9281,0.9281,ENST00000639028,protein_coding,True,True,False,False,True,103.3,False
TKTL1,,,cancer-testis antigen,ENSG00000007350,CTexploreR_CTP;daSilva2017;daSilva2017_protein,True,False,Enhanced,False,False,testis,0.8927,0.893,0.9703,0.9703,ENST00000369915,protein_coding,True,True,True,False,True,123.4,False
ANKRD60,,,cancer-testis antigen,ENSG00000124227,daSilva2017_protein,no data,no data,no data,True,False,no data,0.8537,0.8537,1.0,1.0,ENST00000457363,protein_coding,True,True,True,True,True,3.5,False
AXDND1,,,cancer-testis antigen,ENSG00000162779,daSilva2017_protein;CTexploreR_CTP,False,False,Enhanced,True,False,bronchus; fallopian tube; nasopharynx; testis,0.85,0.85,1.0,1.0,ENST00000617277,protein_coding,True,True,True,True,False,15.3,False
TLCD3A,C17orf104,,cancer-testis antigen,ENSG00000167695,daSilva2017_protein,no data,no data,no data,False,True,no data,0.0618,0.0713,0.0642,0.0725,ENST00000308278,protein_coding,False,False,False,False,False,69.7,False
C9orf131,,,cancer-testis antigen,ENSG00000174038,daSilva2017_protein,no data,no data,no data,False,False,no data,0.59,0.5907,0.8657,0.8657,ENST00000354479,protein_coding,True,False,False,False,False,34.8,False
